home_theater,hellboy,tie,demon,evil,Sum
1.6149396002292633,1.656369835138321,1.2230244278907776,1.1334572732448578,1.197031393647194,6.8248225301504135
1.5484063625335693,1.3673901706933975,1.161549523472786,1.0997625589370728,1.256807953119278,6.4339165687561035
1.6313477009534836,1.6349885761737823,1.763157218694687,1.6627379357814789,1.531909540295601,8.224140971899033
1.1964609622955322,1.3900915682315826,1.0844991281628609,1.3279489576816559,1.318812109529972,6.317812725901604
1.6780064702033997,2.0010973811149597,1.4861424416303635,1.5706984996795654,1.8890402019023895,8.624984994530678
2.0463896691799164,1.776513248682022,1.528371125459671,1.213677853345871,1.2934270203113556,7.858378916978836
1.368339717388153,0.9593411684036255,0.9924967586994171,0.8174472600221634,0.9868790805339813,5.12450398504734
1.7617319971323013,1.6104058921337128,1.269082471728325,1.2180759012699127,1.3942987322807312,7.253594994544983
1.8252117410302162,1.585767351090908,1.3943169489502907,1.3023971430957317,1.3893963098526,7.497089494019747
0.9427144229412079,0.991524338722229,0.8150256425142288,0.9097701907157898,0.80561563372612,4.4646502286195755
1.4460231065750122,1.4099556505680084,1.2847781777381897,1.279647707939148,1.2022085189819336,6.622613161802292
1.3145923614501953,1.3374026417732239,1.344773918390274,1.3413227498531342,1.3569381833076477,6.695029854774475
1.912032276391983,1.5448768436908722,1.3752186447381973,1.2431310713291168,1.3344498723745346,7.409708708524704
1.882867157459259,1.8210192024707794,1.7292671203613281,1.4424098432064056,1.4260937571525574,8.30165708065033
1.8970779925584793,1.751771867275238,1.2184761837124825,1.2816729545593262,1.2499840706586838,7.39898306876421
1.7370993793010712,1.7919982075691223,1.7321010529994965,1.4314955025911331,1.611160159111023,8.303854301571846
1.738399177789688,1.8493299931287766,1.2722916305065155,1.318855881690979,1.4376338422298431,7.616510525345802
1.4887399226427078,1.5849967002868652,1.2958754748106003,1.250202015042305,1.2467856705188751,6.8665997833013535
1.1766130328178406,1.4015859961509705,1.3620232343673706,1.2344228774309158,1.2645510733127594,6.439196214079857
1.1959589272737503,1.4550203680992126,1.2710625678300858,1.2458764761686325,1.2826822400093079,6.450600579380989
1.3760954588651657,1.7376523613929749,1.6561055481433868,1.3081658780574799,1.2861334681510925,7.3641527146101
1.4096416234970093,1.5636221170425415,1.25129234790802,1.0469946265220642,1.0689981132745743,6.340548828244209
1.7380340993404388,1.7710790932178497,1.6479653120040894,1.4287522435188293,1.4861594289541245,8.071990177035332
1.5398240089416504,1.5904532968997955,1.430141568183899,1.2278799414634705,1.3201922178268433,7.108491033315659
1.704546719789505,1.8367705345153809,1.448434978723526,1.5367240756750107,1.6181111931800842,8.144587501883507
1.5313242375850677,1.3958509862422943,1.1278619468212128,1.0329425930976868,1.1083705127239227,6.196350276470184
1.7571977227926254,1.6612175405025482,1.5015147775411606,1.3072777688503265,1.6198703795671463,7.847078189253807
1.7474339306354523,1.693444013595581,1.4072714447975159,0.9762446135282516,1.353906974196434,7.178300976753235
1.7148101478815079,1.5832878053188324,1.60227470099926,1.29224294424057,1.4335403144359589,7.626155912876129
1.6745694428682327,1.733303427696228,1.3075458481907845,1.3543885946273804,1.2821526527404785,7.351959966123104
1.4544548690319061,1.4489696025848389,1.0513040125370026,0.8232349902391434,1.030903622508049,5.80886709690094
1.784206047654152,1.9923948347568512,1.4526447653770447,1.1931703239679337,1.468804582953453,7.8912205547094345
1.3732978999614716,1.5042551457881927,0.9942034780979156,0.9547066241502762,1.1436849385499954,5.970148086547852
1.4988589584827423,1.324705719947815,1.2450368106365204,1.1413629800081253,1.3540833294391632,6.564047798514366
1.3059465885162354,1.4914372861385345,1.598277598619461,1.4041087925434113,1.3046768754720688,7.104447141289711
1.5914300084114075,1.6402353048324585,1.705365926027298,1.526946485042572,1.5826185196638107,8.046596243977547
1.6549016833305359,2.1255186796188354,1.352802723646164,1.701409786939621,1.7458644211292267,8.580497294664383
1.869058519601822,1.8166297376155853,1.7073135375976562,1.5356406271457672,1.4706185460090637,8.399260967969894
1.9394998252391815,1.8282645642757416,1.6876360476016998,1.607557773590088,1.7354827225208282,8.798440933227539
1.3221683204174042,1.6261526942253113,1.12457737326622,1.2487786710262299,1.2522612810134888,6.573938339948654
1.6232489496469498,1.6263444051146507,1.243737056851387,1.3448474407196045,1.5130102038383484,7.35118805617094
1.796420007944107,1.559204638004303,1.4047557711601257,1.429621860384941,1.5372803509235382,7.727282628417015
1.6486774682998657,1.5116777420043945,1.3155687749385834,1.3310553282499313,1.3592341393232346,7.1662134528160095
1.5377573668956757,1.5642650723457336,1.0760256052017212,0.8890149742364883,1.2462207823991776,6.313283801078796
1.7875306159257889,1.839617520570755,1.491842269897461,1.1621808856725693,1.3965303152799606,7.677701607346535
1.6744593381881714,1.7347612977027893,1.3301127552986145,1.2010298818349838,1.4410811215639114,7.3814443945884705
1.500062882900238,1.4670795798301697,1.0605033040046692,0.8333897441625595,1.133765533566475,5.994801044464111
1.5920866578817368,1.8181555569171906,1.422751545906067,1.3038056641817093,1.4498459845781326,7.586645409464836
1.8503727912902832,1.8966761231422424,1.4065583050251007,1.13540418446064,1.3418689519166946,7.630880355834961
1.831345796585083,1.8562677800655365,1.326335296034813,1.441939890384674,1.5054982006549835,7.96138696372509
1.492691770195961,1.2878845930099487,1.2066368758678436,0.9826487004756927,1.3652493357658386,6.335111275315285
1.579561024904251,1.59292733669281,1.3199300467967987,1.3527478128671646,1.3940665572881699,7.239232778549194
1.770600900053978,1.5564215779304504,1.5047737956047058,1.1709419190883636,1.3387825042009354,7.341520696878433
1.7044356763362885,1.7369317710399628,1.2460606098175049,1.2834327220916748,1.3736239671707153,7.344484746456146
1.1215854287147522,1.3893265128135681,1.1180601194500923,1.0715928673744202,1.0943989157676697,5.7949638441205025
1.5538877844810486,1.5649560987949371,1.105341449379921,1.2624068409204483,1.400718480348587,6.887310653924942
1.7511459290981293,1.7822036147117615,1.3734666407108307,1.6037989258766174,1.6937031745910645,8.204318284988403
1.259699396789074,1.7055160850286484,1.1427063047885895,1.3296171128749847,1.1799719743430614,6.617510873824358
1.626037061214447,1.6927571594715118,1.498358502984047,1.162742406129837,1.1863525360822678,7.166247665882111
1.4041970372200012,1.2826679348945618,1.230859637260437,0.924486443400383,0.9323765188455582,5.774587571620941
1.801735520362854,1.6379538774490356,1.7852338552474976,1.401915967464447,1.5021306872367859,8.12896990776062
1.7976532578468323,1.985180377960205,1.3322999775409698,1.472816914319992,1.7044521272182465,8.292402654886246
1.502234011888504,1.9405617415904999,1.5087043941020966,1.63473179936409,1.598755121231079,8.18498706817627
1.9405358135700226,1.833010196685791,1.5653899610042572,1.361706018447876,1.429681271314621,8.130323261022568
1.5396050810813904,1.4065542817115784,1.288733810186386,1.056991085410118,1.331898421049118,6.623782679438591
1.7258385121822357,1.9180391132831573,1.4424260258674622,1.5953464657068253,1.5294405221939087,8.21109063923359
1.5735233575105667,1.9746833741664886,1.473417341709137,1.539206176996231,1.7926578521728516,8.353488102555275
1.4735935628414154,1.6466572284698486,1.0610100030899048,0.9727984815835953,1.3538530617952347,6.507912337779999
1.2501163706183434,1.3019240647554398,0.899529255926609,0.7209781259298325,0.869909293949604,5.042457111179829
1.407730609178543,1.2790768146514893,0.7754421215504408,0.4590841382741928,0.8137888237833977,4.735122507438064
1.4907343685626984,1.5047780871391296,1.1312676072120667,0.871044710278511,1.0691754072904587,6.067000180482864
1.0202612280845642,1.115205317735672,0.8659724146127701,0.7951487749814987,0.9129503965377808,4.709538131952286
1.4048692137002945,1.5800565481185913,1.0637598633766174,0.912293866276741,1.0939842015504837,6.054963693022728
1.617776408791542,1.753713458776474,1.192234829068184,0.9492723345756531,1.2936277836561203,6.806624814867973
1.7735436856746674,1.8880877196788788,1.422084093093872,1.281434342265129,1.8041440397500992,8.169293880462646
1.7828116118907928,1.8008193373680115,1.3221686482429504,1.1809397488832474,1.5304492264986038,7.617188572883606
1.7214818000793457,1.6004384011030197,1.3908053040504456,1.2025080919265747,1.4284637570381165,7.343697354197502
1.703620731830597,1.6854153871536255,1.659313291311264,1.2647485733032227,1.1999364644289017,7.513034448027611
1.8126528412103653,1.6113818883895874,1.1761810928583145,1.040864646434784,1.1670122742652893,6.8080927431583405
1.131836143322289,1.1299741864204407,0.797532070428133,0.9791648536920547,1.1042572408914566,5.142764494754374
1.4736765325069427,1.762826919555664,1.1414121091365814,1.324923187494278,1.486301228404045,7.189139977097511
1.4334253072738647,1.3646551370620728,1.137089341878891,0.9278503656387329,1.0057036578655243,5.868723809719086
1.681632399559021,1.7947136759757996,1.3041080832481384,1.4404028505086899,1.476502075791359,7.697359085083008
1.6362342983484268,1.6603510677814484,1.594519853591919,1.4972548931837082,1.480586439371109,7.868946552276611
1.5324366241693497,1.7828332781791687,1.5538837611675262,1.7609719187021255,1.6772919297218323,8.307417511940002
1.7613702714443207,2.1764494478702545,1.6517663598060608,1.5502944588661194,1.5593511164188385,8.699231654405594
1.9707292318344116,2.0450016856193542,1.7321810722351074,1.4014078378677368,1.73499196767807,8.88431179523468
1.927550196647644,1.9846130907535553,1.63980633020401,1.677322804927826,1.8597000241279602,9.088992446660995
1.4277152344584465,1.822148472070694,1.2263699658215046,1.375978522002697,1.5784148648381233,7.430627059191465
1.4001111090183258,1.2584660202264786,1.1854494512081146,1.0602987855672836,1.0132910907268524,5.917616456747055
1.4889629185199738,1.5268751680850983,1.021997943520546,0.8684287220239639,1.103903904557228,6.01016865670681
1.755365639925003,1.7717753946781158,1.422459602355957,0.9934544265270233,1.4200639575719833,7.363119021058083
1.4250622689723969,1.4269474148750305,1.029165267944336,0.9101826697587967,1.0632118731737137,5.854569494724274
1.7585225105285645,1.6165874004364014,1.7073549032211304,1.43263541162014,1.4946722239255905,8.009772449731827
1.7697111368179321,1.6174775660037994,1.4703543186187744,1.3081220090389252,1.3960276693105698,7.561692699790001
1.724886178970337,1.487392097711563,1.5032510161399841,1.0790068954229355,1.3636201173067093,7.158156305551529
1.527040958404541,1.2575715780258179,1.1153816282749176,0.809122234582901,0.8670410513877869,5.576157450675964
1.4154545217752457,1.506913959980011,1.1075317561626434,0.834069699048996,1.0564128309488297,5.920382767915726
1.7664619088172913,1.7039128839969635,1.3582797646522522,1.2449621260166168,1.2728770971298218,7.346493780612946
1.3685866296291351,1.1824797093868256,1.0443687438964844,0.8911875486373901,1.089074656367302,5.575697287917137
1.1893964260816574,1.3691147863864899,1.1267864182591438,1.2525930553674698,1.093464195728302,6.031354881823063
1.5319871455430984,1.4822441637516022,1.2925330251455307,1.2716582715511322,1.3027897477149963,6.88121235370636
1.0898645222187042,1.3296911120414734,1.0185012072324753,1.0641298592090607,1.0551942884922028,5.557380989193916
1.2817218899726868,1.219124972820282,1.1024941802024841,0.8577198386192322,1.065692663192749,5.526753544807434
1.3970110714435577,1.3951352536678314,1.1242772936820984,1.0854379534721375,1.0587972402572632,6.060658812522888
1.06313157081604,1.112745150923729,1.0715060830116272,0.8221735656261444,0.8248279094696045,4.894384279847145
0.8850118815898895,0.8533202856779099,0.8361954391002655,0.6384296268224716,0.7056962102651596,3.918653443455696
1.4099270105361938,1.3799700140953064,1.1538970172405243,0.9712990820407867,1.174060195684433,6.089153319597244
1.2553610503673553,1.3000350892543793,1.1430181860923767,0.942967414855957,1.0702047049999237,5.711586445569992
1.5509308576583862,1.230789378285408,1.0977643132209778,0.7908635884523392,1.0221619307994843,5.6925100684165955
1.277017280459404,1.193999245762825,1.1489090323448181,1.0021193325519562,1.1710901111364365,5.79313500225544
1.4036424458026886,1.195997804403305,1.1934605836868286,0.8677907288074493,0.9684168100357056,5.629308372735977
1.7581327259540558,1.8744859099388123,1.5184212625026703,1.6598177552223206,1.7170825898647308,8.52794024348259
1.8171159625053406,1.6873979568481445,1.5378231704235077,1.418907418847084,1.3935007154941559,7.854745224118233
1.0947825610637665,0.9698149859905243,0.868632048368454,0.719622939825058,0.7951335459947586,4.447986081242561
1.1557513177394867,1.1950200200080872,1.1870112121105194,1.0125713646411896,1.0000312477350235,5.550385162234306
1.5105436146259308,1.5556708872318268,1.3743346333503723,1.1287266463041306,1.3407081067562103,6.909983888268471
1.705364540219307,1.6116884052753448,1.203980565071106,1.092802420258522,1.415210247039795,7.029046177864075
1.455691173672676,2.0425285696983337,1.3306065499782562,1.776037722826004,1.9716016948223114,8.576465710997581
2.1813848316669464,1.956857055425644,1.5399143546819687,1.222235769033432,1.677429348230362,8.577821359038353
1.772669106721878,1.9249916970729828,1.3762538433074951,1.2423941940069199,1.5590793043375015,7.875388145446777
1.595465362071991,1.7010059356689453,1.4162316024303436,1.072223111987114,1.3077734410762787,7.0926994532346725
