,scene,frame,xmin,ymin,xmax,ymax,confidence,class,name
0,0,0.0,,,,,0.04471011087298393,85.0,catacomb
1,0,0.0,,,,,0.027584033086895943,235.0,movie_theater/indoor
2,0,0.0,,,,,0.025862719863653183,315.0,stage/indoor
3,0,0.0,,,,,0.019844433292746544,250.0,orchestra_pit
4,0,0.0,,,,,0.015580127015709877,306.0,sky
5,0,1.0,,,,,0.04471011087298393,85.0,catacomb
6,0,1.0,,,,,0.027584033086895943,235.0,movie_theater/indoor
7,0,1.0,,,,,0.025862719863653183,315.0,stage/indoor
8,0,1.0,,,,,0.019844433292746544,250.0,orchestra_pit
9,0,1.0,,,,,0.015580127015709877,306.0,sky
10,0,2.0,76.73155975341797,47.43870544433594,96.17918395996094,105.63081359863281,0.6192405819892883,0.0,person
11,0,2.0,,,,,0.2714179754257202,177.0,home_theater
12,0,2.0,,,,,0.14731767773628235,235.0,movie_theater/indoor
13,0,2.0,,,,,0.049339354038238525,61.0,booth/indoor
14,0,2.0,,,,,0.027854546904563904,9.0,aquarium
15,0,2.0,,,,,0.027838878333568573,16.0,arena/performance
16,0,3.0,76.88109588623047,51.52073287963867,96.4731674194336,113.61900329589844,0.719843327999115,0.0,person
17,0,3.0,,,,,0.3492501378059387,177.0,home_theater
18,0,3.0,,,,,0.29146119952201843,235.0,movie_theater/indoor
19,0,3.0,,,,,0.12789978086948395,9.0,aquarium
20,0,3.0,,,,,0.06464125961065292,16.0,arena/performance
21,0,3.0,,,,,0.02234261855483055,261.0,pet_shop
22,0,4.0,,,,,0.5931606292724609,177.0,home_theater
23,0,4.0,,,,,0.3395285904407501,235.0,movie_theater/indoor
24,0,4.0,,,,,0.015954982489347458,27.0,auditorium
25,0,4.0,,,,,0.013621599413454533,16.0,arena/performance
26,0,4.0,,,,,0.006959535181522369,101.0,conference_center
27,0,5.0,30.97747802734375,70.48764038085938,84.67674255371094,119.979248046875,0.3994579017162323,69.0,oven
28,0,5.0,,,,,0.049933262169361115,192.0,industrial_area
29,0,5.0,,,,,0.039212021976709366,177.0,home_theater
30,0,5.0,,,,,0.03580661118030548,84.0,castle
31,0,5.0,,,,,0.03293105587363243,49.0,beach_house
32,0,5.0,,,,,0.03088616207242012,218.0,lock_chamber
33,0,6.0,70.83209228515625,77.83790588378906,95.14656829833984,102.86273956298828,0.5457360148429871,0.0,person
34,0,6.0,,,,,0.08712371438741684,158.0,gas_station
35,0,6.0,,,,,0.059483855962753296,216.0,loading_dock
36,0,6.0,,,,,0.040005479007959366,192.0,industrial_area
37,0,6.0,,,,,0.03381110355257988,332.0,ticket_booth
38,0,6.0,,,,,0.020749662071466446,170.0,hangar/outdoor
39,1,0.0,,,,,0.29289746284484863,16.0,arena/performance
40,1,0.0,,,,,0.2649855613708496,235.0,movie_theater/indoor
41,1,0.0,,,,,0.23192690312862396,177.0,home_theater
42,1,0.0,,,,,0.044440194964408875,315.0,stage/indoor
43,1,0.0,,,,,0.03929954022169113,27.0,auditorium
44,1,1.0,,,,,0.29289746284484863,16.0,arena/performance
45,1,1.0,,,,,0.2649855613708496,235.0,movie_theater/indoor
46,1,1.0,,,,,0.23192690312862396,177.0,home_theater
47,1,1.0,,,,,0.044440194964408875,315.0,stage/indoor
48,1,1.0,,,,,0.03929954022169113,27.0,auditorium
49,1,2.0,,,,,0.41855373978614807,16.0,arena/performance
50,1,2.0,,,,,0.16944226622581482,235.0,movie_theater/indoor
51,1,2.0,,,,,0.1283271610736847,177.0,home_theater
52,1,2.0,,,,,0.047518108040094376,329.0,television_studio
53,1,2.0,,,,,0.040574561804533005,315.0,stage/indoor
54,2,0.0,15.130593299865723,24.99752426147461,112.63147735595703,113.63592529296875,0.3529245853424072,62.0,tv
55,2,0.0,,,,,0.3503684103488922,177.0,home_theater
56,2,0.0,,,,,0.2592821717262268,235.0,movie_theater/indoor
57,2,0.0,,,,,0.022662542760372162,27.0,auditorium
