tie,havana,movie_theater/indoor,katey,dancing,Sum
1.2230244278907776,1.5947302877902985,1.4925938099622726,0.0,1.4451175779104233,5.755466103553772
1.161549523472786,1.3416238129138947,1.33331960439682,0.0,1.09645476937294,4.932947710156441
1.763157218694687,1.3579104542732239,1.5778815150260925,0.0,1.4576090425252914,6.156558230519295
1.0844991281628609,1.6865620613098145,1.174788385629654,0.0,1.140291839838028,5.086141414940357
1.4861424416303635,1.9102246761322021,1.5875727981328964,0.0,1.6254072785377502,6.609347194433212
1.528371125459671,1.6858435273170471,1.985680729150772,0.0,1.7661156058311462,6.9660109877586365
0.9924967586994171,0.9767411947250366,1.2725810706615448,0.0,1.012830764055252,4.254649788141251
1.269082471728325,1.609339952468872,1.8004703521728516,0.0,2.2834673821926117,6.96236015856266
1.3943169489502907,1.469345360994339,1.6139225214719772,0.0,1.3975412249565125,5.875126056373119
0.8150256425142288,1.018407940864563,0.8398541957139969,0.0,0.9532617628574371,3.626549541950226
1.2847781777381897,1.3632743954658508,1.3716869056224823,0.0,1.3076012432575226,5.327340722084045
1.344773918390274,1.1941372752189636,1.1879107654094696,0.0,1.1246131360530853,4.851435095071793
1.3752186447381973,1.5687076449394226,1.890463411808014,0.0,1.6839917302131653,6.518381431698799
1.7292671203613281,1.7314922511577606,1.7669606506824493,0.0,1.7191477417945862,6.946867763996124
1.2184761837124825,1.4797348827123642,1.635138064622879,0.0,1.3956122696399689,5.7289614006876945
1.7321010529994965,1.7242742627859116,1.686381220817566,0.0,1.5604455769062042,6.703202113509178
1.2722916305065155,1.7449539750814438,1.6832215040922165,0.0,1.6275261640548706,6.327993273735046
1.2958754748106003,1.5929096341133118,1.5348498970270157,0.0,1.4941307306289673,5.917765736579895
1.3620232343673706,1.5513680428266525,1.0716520249843597,0.0,1.4479007720947266,5.432944074273109
1.2710625678300858,1.5054339319467545,1.2133789509534836,0.0,1.5277325809001923,5.517608031630516
1.6561055481433868,1.5266105383634567,1.4342415630817413,0.0,1.6264747381210327,6.243432387709618
1.25129234790802,1.4819518625736237,1.371730476617813,0.0,1.188939481973648,5.293914169073105
1.6479653120040894,1.729151964187622,1.6566163897514343,0.0,1.5972829163074493,6.631016582250595
1.430141568183899,1.5171550512313843,1.569723203778267,0.0,1.6226567327976227,6.139676555991173
1.448434978723526,1.6619201004505157,1.6509053111076355,0.0,1.6992914080619812,6.4605517983436584
1.1278619468212128,1.3273093402385712,1.4279434978961945,0.0,1.2030403912067413,5.08615517616272
1.5015147775411606,1.552329182624817,1.7200077027082443,0.0,1.8297314643859863,6.603583127260208
1.4072714447975159,1.6353749632835388,1.7996695339679718,0.0,1.5007851719856262,6.343101114034653
1.60227470099926,1.5515375137329102,1.7686441838741302,0.0,1.9610957205295563,6.883552119135857
1.3075458481907845,1.6140905022621155,1.5601581037044525,0.0,1.5021767616271973,5.98397121578455
1.0513040125370026,1.2559655606746674,1.5645949244499207,0.0,1.1609472036361694,5.03281170129776
1.4526447653770447,1.717597335577011,1.9172044545412064,0.0,1.5553081333637238,6.642754688858986
0.9942034780979156,1.3224102854728699,1.5020257532596588,0.0,1.2056865692138672,5.0243260860443115
1.2450368106365204,1.1356939375400543,1.3296064734458923,0.0,1.325765460729599,5.036102682352066
1.598277598619461,1.3989259004592896,1.214781865477562,0.0,1.6001519560813904,5.812137320637703
1.705365926027298,1.5607801973819733,1.666497141122818,0.0,1.784474939107895,6.717118203639984
1.352802723646164,1.7517640888690948,1.6673531532287598,0.0,1.5044847428798676,6.276404708623886
1.7073135375976562,1.5138232111930847,1.8305885195732117,0.0,1.774627909064293,6.8263531774282455
1.6876360476016998,1.779297113418579,1.9451178908348083,0.0,1.893839806318283,7.30589085817337
1.12457737326622,1.4591687321662903,1.2787113189697266,0.0,1.3904690146446228,5.25292643904686
1.243737056851387,1.4180843830108643,1.6534006297588348,0.0,1.3582248389720917,5.673446908593178
1.4047557711601257,1.185895100235939,1.7138802111148834,0.0,1.2635813504457474,5.568112432956696
1.3155687749385834,1.4063664376735687,1.654541239142418,0.0,1.5384564399719238,5.914932891726494
1.0760256052017212,1.2834230959415436,1.6562411189079285,0.0,1.2006921768188477,5.216381996870041
1.491842269897461,1.6840685606002808,1.8808853179216385,0.0,1.5397023260593414,6.596498474478722
1.3301127552986145,1.556745171546936,1.8103577196598053,0.0,1.5789870619773865,6.276202708482742
1.0605033040046692,1.3021054565906525,1.600827932357788,0.0,1.2244228720664978,5.1878595650196075
1.422751545906067,1.684493362903595,1.7473401129245758,0.0,1.411369651556015,6.265954673290253
1.4065583050251007,1.6487339735031128,1.988396406173706,0.0,1.7787431478500366,6.822431832551956
1.326335296034813,1.8212053179740906,1.8493841290473938,0.0,1.7516621351242065,6.748586878180504
1.2066368758678436,1.2709356546401978,1.4497865587472916,0.0,1.4086899161338806,5.336049005389214
